Name	Description	Adipose-Subcutaneous	Adipose-Visceral	Adrenal-Gland	Artery-Aorta	Artery-Coronary	Artery-Tibial	Bladder	Brain-Amygdala	Brain-Anterior-cingulate-cortex	Brain-Caudate	Brain-Cerebellar-Hemisphere	Brain-Cerebellum	Brain-Cortex	Brain-Frontal-Cortex	Brain-Hippocampus	Brain-Hypothalamus	Brain-Nucleus-accumbens	Brain-Putamen	Brain-Spinal-cord	Brain-Substantia-nigra	Breast-Mammary-Tissue	Cells-Cultured-fibroblasts	Cells-EBV-transformed-lymphocytes	Cervix-Ectocervix	Cervix-Endocervix	Colon-Sigmoid	Colon-Transverse	Esophagus-Gastroesophageal-Junction	Esophagus-Mucosa	Esophagus-Muscularis	Fallopian-Tube	Heart-Atrial-Appendage	Heart-Left-Ventricle	Kidney-Cortex	Kidney-Medulla	Liver	Lung	Minor-Salivary-Gland	Muscle-Skeletal	Nerve-Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin-Not-Sun-Exposed	Skin-Sun-Exposed	Small-Intestine-Terminal-Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole-Blood
ENSG00000229399.1	RP11-378J18.6	0.392054	0.242539	0.171199	0.529008	0.396654	0.482802	0.305818	0.0616894	0.0580432	0.0761517	0.165963	0.310791	0.0841193	0	0.0505017	0.0891549	0.0935517	0.0439993	0.0920035	0	0.360162	0.208088	0.237687	0.473753	0.357069	0.232688	0.196286	0.265645	0.167738	0.217518	0.355718	0.147975	0.0499064	0.143943	0.247556	0.128697	0.417806	0.564165	0.0536523	0.770349	0.628745	0.17446	0.608032	0.457242	0.281472	0.343547	0.226896	0.362257	0.222173	0.753562	0.69461	0.591033	0.39096	0
ENSG00000227002.2	SNRPEP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229742.1	RP11-365O16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229991.1	AKR1B1P1	0	0	0.284587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0360919	0	0.0789884	0	0	0	0	0	0	0.0708098	0	0	0	0	0	0	0	0	0.0859998	0.0696362	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234247.1	RP11-100E13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236636.2	RP11-211A18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110662	0	0	0	0
ENSG00000181450.17	ZNF678	2.33428	2.05255	1.12898	2.3602	2.29659	2.14972	2.90626	1.10911	0.966345	1.14604	2.7812	2.57288	1.00692	1.00592	1.07611	1.29084	1.06483	0.994502	1.77183	1.21932	2.49441	1.87629	2.69447	3.72073	3.93746	2.24522	1.88838	1.86819	1.52124	1.65834	3.47945	1.18291	0.620866	0.933533	1.49052	0.732595	2.82514	2.03761	0.863216	4.38663	3.61916	1.49349	2.46313	3.70285	1.50211	1.29073	1.91295	2.1997	1.59767	2.91515	4.02881	4.12714	3.59426	0.228391
ENSG00000225934.2	RP4-566D2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168148.3	HIST3H3	0.100559	0	0.0746624	0.187222	0.124954	0.107818	0.314867	0	0	0	0.225783	0.385479	0	0	0	0	0	0	0	0	0.0871889	0.161923	0.14909	0.328722	0.413329	0.106625	0.146377	0.135687	0.0780664	0.126803	0.251911	0.0432163	0	0	0	0	0.0840534	0.164958	0	0.250693	0.242209	0	0	0.142557	0.0934244	0.142966	0.182454	0.0896001	0	5.68158	0.109976	0.269382	0.308792	0
ENSG00000227934.1	RP11-423F24.3	1.25326	1.32101	0.593199	0.148887	0.274841	0.142413	0.474222	0.121129	0.122447	0.179938	0.20289	0.277272	0.224312	0.145047	0.12458	0.155143	0.208354	0.132047	0.171561	0.171503	0.793167	0.325665	0.291208	0.912289	0.747039	0.194769	0.25294	0.195982	0.368494	0.176848	0.736682	0.0931271	0.138177	0.327136	0.341007	0.286988	1.62209	0.364354	0.096725	0.3702	0.562052	0.302602	0.45599	0.627842	0.951793	0.964104	0.261614	1.06736	0.336079	0.601196	0.564299	0.545605	0.591335	0.132952
ENSG00000231940.1	RPS7P3	0.419129	0.381122	0.177225	0.249211	0.29303	0.196212	0.427739	0.149144	0.108523	0.10325	0.257846	0.272418	0.12495	0.133102	0.160996	0.202511	0.126361	0.0992361	0.286524	0.204409	0.382569	0.506938	0.597357	0.280196	0.2047	0.227934	0.39161	0.265928	0.511557	0.234888	0.354346	0.0980294	0.0503079	0.318578	0.56265	0.0929126	0.700188	0.542888	0.0512038	0.273513	0.67494	0.207943	1.28876	0.682673	0.765519	0.625191	0.893391	0.950732	0.35475	0.602726	0.618109	0.364113	0.526135	0.157299
ENSG00000236101.1	RAC1P7	0	0	0	0	0	0	0	0	0	0.0602359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232166.1	RP4-799P18.5	0	0	0	0	0	0	0	0	0	0	0.0613485	0.152018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236863.2	RPL23AP23	0	0	0	0	0	0	0	0	0	0	0	0.111627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227962.1	RP11-382D8.3	0.269119	0.256973	0.263527	0.212273	0.225386	0	0.219937	0	0	0.0703289	0.54328	0.648566	0.127467	0	0	0.096688	0.0690178	0	0.112995	0	0.346118	0.447105	0.465814	0.209861	0.393297	0.254726	0.339571	0.30427	0.311037	0.222779	0.374219	0.107491	0.074284	0.202455	0.288462	0.114744	0.439179	0.630622	0	0.424461	0.886791	0.233608	0.836317	0.605321	0.288551	0.174668	0.514974	0.457563	0.348064	0.58666	0.989598	0.668089	0.423237	0.0576711
ENSG00000229795.2	RPS21P1	0.380318	0.252144	0.170764	0.320431	0.342149	0.31304	0.261174	0	0	0	0.516915	0.624251	0.190285	0	0	0	0	0	0	0	0.402854	0.274414	0.236383	0.749021	0.682332	0.278998	0.282737	0.288277	0.250857	0.235103	0.540951	0.122598	0	0	0.206733	0	0.37778	0.397518	0	0.735932	0.624104	0.134846	0.289116	0.308715	0.539856	0.574731	0.272975	0.151564	0.165639	0.200563	0.682938	0.485043	0.50632	0
ENSG00000227236.2	RP11-365D9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0656291	0	0.0502025	0.0304902	0	0	0	0	0	0	0	0	0	0
ENSG00000235674.2	LDHAP2	2.31164	1.38314	0.39454	0.695291	0.978704	0.906301	0.879398	0.184346	0.144302	0.18482	0.446095	0.578698	0.261285	0.164212	0.182539	0.196888	0.186172	0.128774	0.342205	0.243975	2.03157	0.544407	0.419483	2.36728	1.45655	0.721818	0.49828	0.758839	0.572565	0.656331	0.7712	0.289068	0.149857	0.33905	0.421723	0.471638	1.96193	0.811119	0.295066	2.32383	1.44904	0.142581	0.936115	1.49301	2.42677	1.77489	0.645116	1.44004	0.413697	1.05489	1.14306	1.36191	2.06725	0.924625
ENSG00000226498.2	RPSAP21	0	0	0	0.041782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056371	0.124304	0	0	0	0	0	0	0	0	0	0.0199074	0	0	0	0	0	0.0540628	0.105547	0.0244151	0	0	0.0651218	0.0554385	0.0353027	0	0	0.0886494	0.0504162	0.0571671	0.0305802	0
ENSG00000228818.1	RP11-567G24.1	0.0607394	0.0546504	0.0779423	0.0563382	0.0594667	0.0798844	0.0718957	0.04505	0.0642064	0.0587367	0.125718	0.180383	0.0829461	0.0921569	0.0394951	0.0566583	0.0584569	0.0402214	0.0322912	0.0398556	0.0518846	0.165878	0.0809456	0.0698853	0.0576751	0.0773679	0.053586	0.0670132	0.0569519	0.066618	0.0421918	0.0422997	0.0398899	0.0254382	0.0475569	0.0218972	0.0812043	0.0472843	0.143353	0.14003	0.0612714	0.0181965	0.101993	0.0551233	0.0708875	0.079373	0.0496293	0.0481834	0.044615	0.139729	0.0751246	0.0877875	0.0505772	0.0279669
ENSG00000223694.1	ADH5P3	0	0	0	0	0	0	0	0.0416983	0.0464922	0.0473564	0.0658425	0.0902665	0.0651028	0.0649157	0.0391902	0.0504899	0.0421479	0.0354179	0	0.0197331	0	0.0473881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230703	0	0	0.140289	0	0	0	0	0	0	0.153139	0	0	0	0
ENSG00000215802.3	RFKP1	0	0	0	0	0	0	0	0	0	0	0.192692	0.291107	0	0.0517325	0	0	0.0783028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11326	0	0	0	0
ENSG00000233615.1	HNRNPA1P42	0	0	0	0	0	0	0	0	0	0	0.166524	0.166504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238085.1	RP11-435F13.2	0.12135	0.120599	0.129153	0.191142	0.150104	0.235554	0.106483	0	0	0	0.0659618	0	0	0	0	0	0.068051	0	0	0	0.136195	0.177377	0.288772	0.190652	0.238999	0.152725	0.105588	0.128534	0.17482	0.106583	0.153386	0.0701563	0.0597704	0	0.0626312	0	0.13026	0.143791	0.216846	0.133051	0.325457	0	0	0.170521	0.314842	0.329065	0.101661	0.107275	0.102262	0	0.107471	0.162446	0.157178	0
ENSG00000203668.2	CHML	4.82375	3.56054	1.88088	8.18493	10.0784	9.45168	3.87994	1.69277	3.23755	1.58215	2.13753	2.06257	4.60733	6.30317	1.36188	1.77948	1.96544	1.15272	1.53496	1.39956	3.94861	22.9674	10.4599	6.17531	5.85395	4.88636	3.59352	3.44705	3.31598	3.65202	6.7945	1.71767	1.4085	1.62954	2.51067	1.06494	5.86821	3.3386	2.11378	9.68928	10.2824	1.30569	3.05787	2.52099	4.18704	4.23126	3.98213	3.36056	2.93329	9.31908	5.49654	5.99704	5.23526	0.388132
ENSG00000196289.7	BECN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481285	0	0	0	0
ENSG00000235467.1	RPL10AP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224727.1	FCF1P7	0.206801	0.135084	0.0992928	0.188046	0.168286	0.146138	0.0876149	0.0454367	0.0680984	0.0725788	0.115405	0.103767	0.0629232	0.0694041	0.0538956	0.0578935	0.0659096	0.0548241	0.0635939	0.0565578	0.176209	0.0765411	0.124277	0.194162	0.284759	0.11444	0.100582	0.116773	0.0931292	0.119051	0.128936	0.0889021	0.0395998	0.0868911	0.0982061	0.0355344	0.41778	0.174525	0	0.338976	0.231939	0.163976	0.296107	0.177542	0.338941	0.297091	0.133559	0.17092	0.103912	0.197541	0.433035	0.1939	0.209301	0.0407106
ENSG00000226766.1	FABP7P1	0	0	0	0	0	0	0	0	0.0761055	0	0.268907	0.473076	0.0657447	0.0864233	0	0	0.0394986	0	0	0	0	0	0	0	0.0782816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169327	0.171768	0	0	0	0	0	0	0	0	0	0	0.0736596	0	0
ENSG00000232059.3	RP11-173A6.2	0.511607	0.463018	0.300159	0.556073	0.44422	0.457374	0.590034	0	0.0225991	0.112861	0.363923	0.87594	0.106022	0.0857971	0	0.11492	0.193763	0	0.0987516	0.136745	0.500232	0.455481	0.285585	0.911852	0.545632	0.365486	0.393421	0.440512	0.320861	0.414736	0.936944	0.236139	0.106264	0.188751	0.316472	0.116699	0.92668	0.643261	0.139051	0.586082	0.748373	0.200196	0.355045	0.573875	0.596613	0.58637	0.521644	0.297463	0.857697	0.817299	1.4058	1.14719	0.620235	0
ENSG00000232793.2	DNAJC19P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225222.2	CHCHD4P5	0	0	0	0	0	0	0	0	0	0	0	0.0998442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175891	0	0	0	0
ENSG00000215796.3	RP11-551G24.2	0.0714497	0.0586163	0.0300026	0.0542555	0	0	0.0442207	0	0	0	0	0.0840808	0	0	0	0	0	0	0	0	0.0770727	0.11128	0.137708	0.106555	0.0169566	0.0349909	0.0403571	0.0208501	0	0.0284246	0	0	0	0	0	0	0.0755626	0.0560533	0	0.0718438	0.10701	0.0437383	0.0753976	0.0450229	0.0741215	0.0647533	0.0517917	0	0.0486278	0.123262	0.0719078	0.0865438	0.0905721	0
ENSG00000232718.1	GAPDHP48	0	0	0.0802446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585083	0	0	0	0.100012	0	0	0	0	0.101935	0	0	0	0	0	0	0	0	0.759809	0	0	0	0
ENSG00000213772.3	EIF1P7	0.271067	0.212647	0.106732	0.197564	0.187252	0.262777	0.224705	0.0578952	0.0712628	0.0787201	0.146174	0.155577	0.0842835	0.081381	0.0450933	0.06288	0.0797562	0.0515472	0.0983317	0.0872059	0.202464	0.197826	0.209053	0.295608	0.410827	0.211734	0.12863	0.192694	0.129521	0.151359	0.401746	0.142232	0.098694	0.0989133	0.0703752	0	0.266822	0.156443	0.259348	0.28776	0.244933	0.094628	0.239251	0.110298	0.168773	0.211198	0.117349	0.109613	0.149614	0.156466	0.186294	0.188928	0.189746	0.123406
ENSG00000134318.13	ROCK2	46.9276	34.7368	10.2005	43.6248	42.125	61.4215	35.7586	6.69743	10.0586	11.7287	38.1476	32.3797	15.015	17.5059	8.02295	7.45019	11.3439	9.60732	7.96655	5.85807	33.323	36.765	11.2695	30.7502	32.1127	22.6211	20.4934	29.5761	11.4886	31.9495	31.0189	10.5199	6.46575	6.33353	10.3872	6.75914	36.3505	16.3218	23.0796	29.752	23.7112	5.0889	11.6127	19.2704	12.7376	14.9674	18.6834	19.4876	11.8643	9.54924	20.2685	44.6121	20.1369	1.80056
ENSG00000230154.1	AC018463.4	0.0829125	0.0799437	0	0.0537493	0.0603365	0.0648514	0.0649829	0	0	0	0.0431784	0.0963125	0	0	0	0	0	0	0	0	0.071838	0.0771245	0.0385907	0	0	0.0437264	0.0392949	0.0493344	0	0.0625632	0	0	0	0	0.0117476	0	0.0696681	0.0119482	0	0.0767237	0.0491227	0	0	0.0368318	0	0	0.0431263	0	0	0.035136	0.0425734	0.0681006	0.035041	0
ENSG00000230044.1	AC110754.3	0	0	0	0	0	0	0	0.180068	0.125028	0.327476	0	0	0.0929824	0.114376	0	0.0822488	0.323222	0.150489	0	0.0742336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161316	0	0	0	0
ENSG00000229087.1	RP11-32P22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143878.9	RHOB	972.854	946.571	486.748	1534.02	1148.96	3146.62	987.984	171.025	176.992	260.986	229.539	269.274	208.41	229.404	198.441	271.923	207.445	233.182	620.616	316.473	814.766	81.7252	18.5081	598.214	967.872	1156.69	473.43	1153.56	156.625	1079.63	1306.12	304.294	136.043	155.386	201.395	265.637	665.327	199.573	243.715	941.825	761.999	70.5782	224.946	605.789	597.027	605.531	217.147	206.047	350.646	112.689	338.732	713.325	557.208	92.9675
ENSG00000233416.1	AC012065.5	0.230867	0.147363	0.149468	0.438104	0.362829	0.550521	0.3211	0	0.0263919	0.0673188	0.346285	0.510625	0.100899	0.0799512	0.074423	0.0513114	0.0758671	0.0586137	0.094281	0	0.174656	0.21079	0	0.130854	0.423722	0.469858	0.227077	0.608636	0.076911	0.548151	0.361036	0.0634271	0	0.0482173	0.0443384	0	0.237447	0.159922	0	0.327407	0.233504	0.121818	0.306897	0.215675	0.287935	0.309627	0.235812	0.157077	0.247384	0	0.262117	0.478827	0.237026	0
ENSG00000224464.2	PGAM1P6	0	0	0	0	0	0	0.0909402	0	0	0	0	0.0957842	0	0	0	0	0	0	0	0	0	0	0.0832677	0.202176	0.087438	0	0	0	0.0577146	0	0	0	0	0	0	0	0.0452857	0.0129473	0	0	0.0586017	0	0.0378182	0	0.120654	0.0756184	0.0475223	0	0	0.157369	0.0652392	0	0.0800606	0.0361493
ENSG00000238111.1	AC066692.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234946.1	SDHCP3	0	0	0	0	0	0	0	0	0	0	0	0.0604857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0745465	0	0	0	0
ENSG00000232963.1	HMGN2P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233747.1	RPL36AP13	0	0	0	0	0	0	0.0939895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160026	0	0.220014	0	0	0	0	0	0.11348	0	0	0	0	0	0	0	0	0	0.197201	0	0	0.0979142	0.126778	0.122093	0	0	0	0	0.100646	0	0	0
ENSG00000237953.1	AC013267.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229593.1	SUCLA2P3	0	0	0	0	0	0	0	0	0	0.0200095	0.0710614	0.10174	0	0	0	0	0.0144405	0.0138914	0	0	0	0	0	0.0399198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566727	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187536.4	TPM3P7	0	0	0	0	0	0	0	0	0	0	0	0.062213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531335	0	0	0	0	0.028377	0.0147166	0	0	0.0411215	0.0891952	0	0	0	0.0750481	0.0940365	0	0	0	0.0575208	0	0.261758	0	0	0.0602775	0
ENSG00000217643.1	PTGES3P2	1.33577	1.74726	0.694885	0.472904	0.424905	0.0988515	0.620334	2.14373	2.44941	2.36905	3.26082	3.09887	3.89271	4.24964	1.92378	2.13669	3.62024	1.91646	2.6241	1.48281	1.26255	0.159373	2.07189	0.456469	1.20075	0.48835	0.360462	0.53405	0.201537	0.457889	1.60008	0.797431	0.395514	1.24978	1.67719	3.70618	1.21335	0.646418	0	1.42489	2.87986	0.412508	9.41545	1.66558	0.181579	0.135352	0.833471	2.02239	0.381976	2.46662	2.5871	1.15163	0.865506	0.364751
ENSG00000218682.1	AC010150.1	0.0706697	0.0681255	0.0777421	0	0	0	0.0938655	0	0.0496615	0	0.105596	0.0851338	0	0	0	0.0389286	0.0436415	0	0	0.0441399	0.0564362	0.0744618	0.16706	0	0	0	0.0908949	0	0.0996759	0	0	0.0533321	0.0895356	0.0687756	0.134259	0.0629824	0.130025	0.146197	0.633116	0	0	0	0.127184	0.185007	0.139394	0.115756	0.157905	0.210095	0	0.271645	0.105789	0	0	0.130002
ENSG00000213453.3	FTH1P3	1.03761	0.982836	0.801344	0.826269	0.853961	0.756696	0.569301	0.555266	0.49633	0.386222	0.438054	0.451878	0.49005	0.578817	0.520471	0.473522	0.372289	0.347825	0.857121	0.419977	0.881316	1.29007	1.01314	0.912034	0.662197	0.641096	0.663898	0.6546	0.681137	0.65659	0.927318	0.434439	0.348886	0.657699	0.514483	0.338683	1.41203	0.637031	0.387992	1.41123	0.816792	0.318699	0.793131	0.699383	0.468974	0.466613	0.764404	0.74939	0.524664	1.19358	0.9328	0.798876	0.71678	1.28254
ENSG00000235267.1	AC074117.13	0.411369	0.165791	0.159618	0.27874	0.231229	0.296334	0.405252	0.0649292	0.116864	0.110282	0.504742	0.57266	0.229622	0.154863	0.0847482	0.131704	0.133723	0.0652339	0.0880299	0.0708082	0.493152	0.0971773	0.0711274	0.627329	1.22275	0.278372	0.232717	0.226936	0.166484	0.226409	0.634289	0.0912027	0	0.135661	0.390982	0	0.369832	0.466804	0.0706656	0.801521	1.08507	0.162215	0.873993	0.604274	0.463341	0.549786	0.227688	0.386657	0.225633	0.881811	0.749427	0.662532	0.463948	0
ENSG00000270846.1	RP11-674I16.1	0	0	0.0222745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257374	0	0	0	0
ENSG00000270528.1	RP11-674I16.2	0.10261	0.0848979	0.447447	0.128257	0.0953761	0.0901307	0.142253	0	0	0	0	0.0909021	0	0	0	0	0	0	0	0	0.124356	0.13169	0.0768517	0.522571	0.357365	0.0838599	0.0553803	0.0926245	0.04733	0.0825903	0.0899842	0.0568422	0	0	0.0206114	0	0.120116	0.154985	0	0.258925	0.225897	0	0.0811884	0.0843907	0.0844786	0.05096	0.0599294	0	0	0.0782095	0.140659	0.244164	0.223057	0
ENSG00000242915.1	SNRPGP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229816.1	DDX50P1	0.656154	0.545046	0.379171	0.685624	0.562491	0.561191	0.683792	0.0821505	0.0851374	0.0940101	0.251755	0.491072	0.15186	0.114934	0.089879	0.127498	0.106553	0.0647444	0.197835	0.101269	0.659637	0.53412	0.870071	1.28344	1.10796	0.486133	0.407752	0.477609	0.43182	0.397511	0.747502	0.360933	0.142231	0.308892	0.271196	0.224868	0.886503	0.69175	0.134443	1.17655	1.63845	0.316659	0.856261	0.828821	0.980374	0.923941	0.468452	0.468397	0.37432	0.760128	1.20076	1.01365	1.08058	0.0521529
ENSG00000224891.1	AC007899.3	0	0.102111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114942	0	0.0891405	0.175359	0.297671	0	0	0	0	0	0.282165	0	0	0.0972652	0.115215	0	0.12984	0.130124	0	0.122604	0.171648	0	0.208711	0.211311	0	0	0.0815109	0.122401	0	0.102982	0.203989	0.183718	0.132132	0
ENSG00000233159.1	AC007390.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96938	0	0	0	0
ENSG00000232114.1	AC018693.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223922.1	ASS1P2	0.263248	0.224743	0.359735	0.276911	0.283251	0.221193	0.400109	0.0859062	0.124074	0.162291	0.611052	0.635533	0.213931	0.171222	0.125604	0.16774	0.202992	0.128288	0.107173	0.0825219	0.294544	0.328189	0.185194	0.719601	0.694285	0.305179	0.198426	0.257483	0.182298	0.239776	0.363616	0.119096	0.0742498	0.187605	0.207026	0.820037	0.303066	0.310085	0.0892145	0.463325	0.691219	0.130578	0.735986	0.492936	0.286065	0.301173	0.222348	0.267766	0.19678	1.15784	0.597154	0.641864	0.415562	0.049205
ENSG00000225900.1	HSPE1P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232526.1	VDAC1P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155966	0	0	0	0
ENSG00000236913.1	AC025750.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215263.2	AC025750.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226523.1	AC074375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233829.1	AC017078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250565.6	ATP6V1E2	1.90828	1.85592	2.08672	2.19924	1.99409	1.92554	2.29295	2.04013	1.93073	2.28124	1.25044	1.2363	2.38982	2.55617	1.86116	1.89626	2.64263	2.17142	3.15412	2.07031	2.27948	2.3363	4.18464	2.17203	2.4257	2.1292	1.14781	1.96734	1.29847	2.10906	2.12534	0.941201	0.697864	0.954863	1.41123	0.737101	1.77124	2.02601	1.37032	2.33641	2.49721	1.11285	3.9151	3.62295	2.82095	2.66706	1.44309	2.02956	1.37111	26.925	2.4086	2.69635	2.34318	0.84173
ENSG00000224443.1	AC006509.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
